File Name,Day3Test,,,,,
Created By User,admin,,,,,
Notes,,,,,,
ID,,,,,,
Run Started,8/28/2013 2:16:47 PM UTC -07:00,,,,,
Run Ended,8/28/2013 3:52:04 PM UTC -07:00,,,,,
Sample Vol,25,,,,,
Lid Temp,105,,,,,
Protocol File Name,entero 1a.prcl,,,,,
Plate Setup File Name,qPCR training entero.pltd,,,,,
Base Serial Number,CC011698,,,,,
Optical Head Serial Number,785BR4301,,,,,
CFX Manager Version,3.0.1216.0723. ,,,,,
,,,,,,
Well group,top,,,,,
Amplification step,4,,,,,
Melt step,,,,,,
,,,,,,
,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
A1,FAM,ent,Unkn,Sew Spike 1,23.27,
A2,FAM,ent,Unkn,Sew Spike 1,23.27,
A3,FAM,ent,Unkn,Sew Spike 1,23.27,
A4,FAM,ent,Unkn,Sew Spike 2,23.27,
A5,FAM,ent,Unkn,Sew Spike 2,23.27,
A6,FAM,ent,Unkn,Sew Spike 2,23.27,
A7,FAM,ent,Unkn,Sew Spike 3,23.27,
A8,FAM,ent,Unkn,Sew Spike 3,23.27,
A9,FAM,ent,Unkn,Sew Spike 3,23.27,
A10,FAM,ent,Unkn,Sew Spike 4,23.27,
A11,FAM,ent,Unkn,Sew Spike 4,23.27,
A12,FAM,ent,Unkn,Sew Spike 4,23.27,
B1,FAM,ent,Unkn,Sew Spike 5,23.27,
B2,FAM,ent,Unkn,Sew Spike 5,23.27,
B3,FAM,ent,Unkn,Sew Spike 5,23.27,
B4,FAM,ent,Unkn,Sew Spike 6,23.27,
B5,FAM,ent,Unkn,Sew Spike 6,23.27,
B6,FAM,ent,Unkn,Sew Spike 6,23.27,
B7,FAM,ent,Neg Ctrl,NEC1,N/A,N/A
B8,FAM,ent,Neg Ctrl,NEC1,N/A,N/A
B9,FAM,ent,Neg Ctrl,NEC1,N/A,N/A
B10,FAM,ent,Neg Ctrl,NEC2,N/A,N/A
B11,FAM,ent,Neg Ctrl,NEC2,N/A,N/A
B12,FAM,ent,Neg Ctrl,NEC2,N/A,N/A
C1,FAM,ent,Pos Ctrl-01,calibrator,23.27,4.00E+04
C2,FAM,ent,Pos Ctrl-01,calibrator,23.27,4.00E+04
C3,FAM,ent,Pos Ctrl-01,calibrator,23.42,4.00E+04
C4,FAM,ent,Pos Ctrl-01,calibrator,23.27,4.00E+04
C5,FAM,ent,Pos Ctrl-01,calibrator,23.27,4.00E+04
C6,FAM,ent,Pos Ctrl-01,calibrator,23.42,4.00E+04
C7,FAM,ent,Std-01,,23.27,4.00E+04
C8,FAM,ent,Std-01,,23.27,4.00E+04
C9,FAM,ent,Std-01,,23.42,4.00E+04
C10,FAM,ent,Std-02,,26.21,4.00E+03
C11,FAM,ent,Std-02,,26.21,4.00E+03
C12,FAM,ent,Std-02,,26.21,4.00E+03
D1,FAM,ent,Std-03,,29.66,4.00E+02
D2,FAM,ent,Std-03,,29.66,4.00E+02
D3,FAM,ent,Std-03,,30.01,4.00E+02
D4,FAM,ent,Std-04,,33.33,4.00E+01
D5,FAM,ent,Std-04,,33.33,4.00E+01
D6,FAM,ent,Std-04,,33.22,4.00E+01
D7,FAM,ent,NTC,NTC,N/A,N/A
D8,FAM,ent,NTC,NTC,N/A,N/A
D9,FAM,ent,NTC,NTC,N/A,N/A
F1,FAM,sketa,Unkn,Sew Spike 1,23.27,
F2,FAM,sketa,Unkn,Sew Spike 1,23.27,
F3,FAM,sketa,Unkn,Sew Spike 1,23.27,
F4,FAM,sketa,Unkn,Sew Spike 2,23.27,
F5,FAM,sketa,Unkn,Sew Spike 2,23.27,
F6,FAM,sketa,Unkn,Sew Spike 2,23.27,
F7,FAM,sketa,Unkn,Sew Spike 3,23.27,
F8,FAM,sketa,Unkn,Sew Spike 3,23.27,
F9,FAM,sketa,Unkn,Sew Spike 3,23.27,
F10,FAM,sketa,Unkn,Sew Spike 4,23.27,
F11,FAM,sketa,Unkn,Sew Spike 4,23.27,
F12,FAM,sketa,Unkn,Sew Spike 4,23.27,
G1,FAM,sketa,Unkn,Sew Spike 5,23.27,
G2,FAM,sketa,Unkn,Sew Spike 5,23.27,
G3,FAM,sketa,Unkn,Sew Spike 5,23.27,
G4,FAM,sketa,Unkn,Sew Spike 6,23.27,
G5,FAM,sketa,Unkn,Sew Spike 6,23.27,
G6,FAM,sketa,Unkn,Sew Spike 6,23.27,
G7,FAM,sketa,Neg Ctrl,NEC1,N/A,N/A
G8,FAM,sketa,Neg Ctrl,NEC1,N/A,N/A
G9,FAM,sketa,Neg Ctrl,NEC1,N/A,N/A
G10,FAM,sketa,Neg Ctrl,NEC2,N/A,N/A
G11,FAM,sketa,Neg Ctrl,NEC2,N/A,N/A
G12,FAM,sketa,Neg Ctrl,NEC2,N/A,N/A
H1,FAM,sketa,Pos Ctrl-01,calibrator,25.25,2.34E+04
H2,FAM,sketa,Pos Ctrl-01,calibrator,25.23,2.36E+04
H3,FAM,sketa,Pos Ctrl-01,calibrator,25.23,2.36E+04
H4,FAM,sketa,Pos Ctrl-01,calibrator,25.25,2.34E+04
H5,FAM,sketa,Pos Ctrl-01,calibrator,25.23,2.36E+04
H6,FAM,sketa,Pos Ctrl-01,calibrator,25.23,2.36E+04
H7,FAM,sketa,NTC,NTC,N/A,N/A
H8,FAM,sketa,NTC,NTC,N/A,N/A
H9,FAM,sketa,NTC,NTC,N/A,N/A
